city,locality,apartment_name,bhk,area_sqft,price_per_sqft_inr,price_in_inr,price_in_lakhs,year_built,floor_no,total_floors,furnishing,near_metro,generated_at
Pune,Camp,Silver Court,3,1193,7886,9407998,94.08,2022,2,14,Unfurnished,No,2026-01-19
Hyderabad,Kukatpally,Sunrise Garden,2,988,6664,6584032,65.84,2020,9,17,Furnished,Yes,2026-01-19
Mumbai,Lower Parel,Palace Garden,1,561,31111,17453271,174.53,2010,4,16,Semi-Furnished,Yes,2026-01-19
Delhi,Lajpat Nagar,Pearl Villas,1,640,14978,9585920,95.86,2016,4,34,Furnished,No,2026-01-19
Delhi,Dwarka,Palace Court,1,508,12666,6434328,64.34,2023,2,22,Semi-Furnished,No,2026-01-19
Pune,Camp,Pearl Terrace,3,1271,6528,8297088,82.97,2021,3,35,Semi-Furnished,No,2026-01-19
Kolkata,Salt Lake,Sunrise Arcade,2,845,5814,4912830,49.13,1986,11,28,Unfurnished,Yes,2026-01-19
Kolkata,Salt Lake,Crystal Arcade,2,809,5143,4160687,41.61,1985,2,26,Furnished,Yes,2026-01-19
Pune,Wagholi,Cedar Square,2,1098,7345,8064810,80.65,2013,3,17,Semi-Furnished,No,2026-01-19
Kolkata,Behala,Crystal Court,4,2196,5615,12330540,123.31,2021,2,12,Unfurnished,Yes,2026-01-19
Mumbai,Juhu,Amber Square,1,602,22448,13513696,135.14,1997,4,14,Semi-Furnished,Yes,2026-01-19
Noida,Noida Extension,Palace Heights,1,755,9350,7059250,70.59,1991,7,12,Semi-Furnished,No,2026-01-19
Pune,Koregaon Park,Silver Square,3,1668,6989,11657652,116.58,2007,5,25,Furnished,Yes,2026-01-19
Thane,Bhayandar,Crown Court,1,622,13216,8220352,82.2,1996,6,20,Unfurnished,No,2026-01-19
Bengaluru,Hebbal,Lotus Grove,3,1303,12369,16116807,161.17,1987,3,24,Unfurnished,Yes,2026-01-19
Chandigarh,Sector 8C,Crystal Bloom,3,1231,8709,10720779,107.21,2019,3,33,Semi-Furnished,No,2026-01-19
Mohali,Phase 3B2,Cedar Residency,3,1407,5876,8267532,82.68,1986,12,15,Unfurnished,Yes,2026-01-19
Mumbai,BKC,Crown Residency,3,1515,30896,46807440,468.07,1992,1,17,Furnished,No,2026-01-19
Thane,Powai,Amber Heights,4,2506,17294,43338764,433.39,2017,1,32,Unfurnished,No,2026-01-19
Hyderabad,Madhapur,Palace Square,3,1180,7258,8564440,85.64,2007,2,16,Unfurnished,Yes,2026-01-19
Mumbai,Versova,Iris Court,3,905,20542,18590510,185.91,2022,3,29,Unfurnished,Yes,2026-01-19
Ahmedabad,Satellite,Orchid Bloom,2,902,3788,3416776,34.17,1990,2,17,Semi-Furnished,Yes,2026-01-19
Pune,Baner,Iris Garden,1,540,10422,5627880,56.28,2004,10,20,Unfurnished,No,2026-01-19
Mumbai,Powai,Silver Villas,4,2126,30225,64258350,642.58,2017,4,35,Furnished,No,2026-01-19
Mumbai,Juhu,Lotus Square,2,1076,27106,29166056,291.66,1991,2,21,Unfurnished,Yes,2026-01-19
Mumbai,Versova,Lotus Square,2,1256,23577,29612712,296.13,2012,1,22,Unfurnished,No,2026-01-19
Hyderabad,Madhapur,Lotus Arcade,3,1810,7241,13106210,131.06,2014,1,2,Unfurnished,Yes,2026-01-19
Jaipur,Vaishali Nagar,Pearl Bay,2,992,3603,3574176,35.74,2002,2,11,Furnished,Yes,2026-01-19
Mumbai,Powai,Silver Arcade,3,1074,20227,21723798,217.24,2010,4,16,Furnished,No,2026-01-19
Hyderabad,Kukatpally,Pride Apartments,3,1537,6562,10085794,100.86,2021,7,21,Semi-Furnished,No,2026-01-19
Mumbai,BKC,Orchid Heights,2,894,25233,22558302,225.58,2010,3,29,Unfurnished,No,2026-01-19
Jaipur,Mansarovar,Orchid Grove,3,1839,4999,9193161,91.93,2006,4,13,Semi-Furnished,Yes,2026-01-19
Delhi,Dwarka,Regal Enclave,4,1969,14629,28804501,288.05,2011,14,24,Semi-Furnished,Yes,2026-01-19
Bengaluru,Indiranagar,Galaxy Residency,2,945,9669,9137205,91.37,2020,2,34,Furnished,No,2026-01-19
Surat,Udhna,Silver Villas,4,2260,4332,9790320,97.9,1996,4,12,Semi-Furnished,No,2026-01-19
Mumbai,Juhu,Cedar Garden,2,1264,30819,38955216,389.55,2012,3,28,Unfurnished,Yes,2026-01-19
Mumbai,Bandra,Regal Bloom,2,806,24503,19749418,197.49,1989,2,12,Furnished,Yes,2026-01-19
Chandigarh,Sector 21,Hill Enclave,3,1483,7780,11537740,115.38,2015,3,32,Semi-Furnished,Yes,2026-01-19
Noida,Sector 50,Sky Plaza,3,1221,8666,10581186,105.81,1990,7,35,Semi-Furnished,Yes,2026-01-19
Chandigarh,Sector 17,Crystal Grove,3,1682,9291,15627462,156.27,1995,2,23,Semi-Furnished,Yes,2026-01-19
Ahmedabad,Naranpura,Lotus Bloom,2,975,6048,5896800,58.97,2000,1,7,Semi-Furnished,Yes,2026-01-19
Noida,Sector 18,Cedar Garden,2,907,10350,9387450,93.87,2019,2,17,Furnished,Yes,2026-01-19
Thane,Wagle Estate,Green Plaza,1,607,17240,10464680,104.65,2006,1,6,Furnished,No,2026-01-19
Gurgaon,MG Road,Sky Residency,2,896,9249,8287104,82.87,1997,8,15,Unfurnished,Yes,2026-01-19
Gurgaon,Sector 56,Ocean Apartments,2,935,10708,10011980,100.12,2013,2,5,Unfurnished,Yes,2026-01-19
Pune,Hinjewadi,Green Court,3,1336,8467,11311912,113.12,1995,1,21,Semi-Furnished,No,2026-01-19
Noida,Sector 18,Regal Court,3,1251,6690,8369190,83.69,2021,3,29,Furnished,Yes,2026-01-19
Nagpur,Trimurti Nagar,Iris Enclave,3,1684,2970,5001480,50.01,2019,3,25,Furnished,Yes,2026-01-19
Mumbai,Powai,Ocean Court,1,591,18023,10651593,106.52,2002,3,16,Furnished,No,2026-01-19
Mumbai,Lower Parel,Cedar Terrace,2,869,31529,27398701,273.99,2002,5,34,Semi-Furnished,No,2026-01-19
Noida,Noida Extension,Palace Villas,2,892,7404,6604368,66.04,1995,2,24,Unfurnished,No,2026-01-19
Delhi,Rohini,Ocean Enclave,2,946,14801,14001746,140.02,2014,2,14,Furnished,No,2026-01-19
Gurgaon,DLF Phase 1,Crystal Residency,3,1239,10309,12772851,127.73,2014,2,4,Furnished,No,2026-01-19
Thane,Ghodbunder Road,Crown Garden,1,564,13232,7462848,74.63,2002,5,23,Furnished,No,2026-01-19
Bengaluru,Whitefield,Pride Court,2,1080,12962,13998960,139.99,2009,3,25,Unfurnished,Yes,2026-01-19
Nagpur,Bajaj Nagar,Iris Apartments,2,1182,3735,4414770,44.15,2025,14,26,Semi-Furnished,No,2026-01-19
Delhi,Janakpuri,Ocean Terrace,2,914,15868,14503352,145.03,1985,3,18,Unfurnished,Yes,2026-01-19
Ahmedabad,Naranpura,Galaxy Court,4,2488,5504,13693952,136.94,2004,3,10,Furnished,Yes,2026-01-19
Lucknow,Gomti Nagar,Orchid Enclave,3,998,4465,4456070,44.56,1997,1,4,Semi-Furnished,No,2026-01-19
Noida,Noida Extension,Sky Court,2,999,10677,10666323,106.66,2017,4,32,Unfurnished,No,2026-01-19
Delhi,Dwarka,Amber Bay,1,619,12418,7686742,76.87,2013,4,5,Furnished,No,2026-01-19
Mumbai,Powai,Palace Bloom,2,887,22754,20182798,201.83,2001,14,24,Furnished,No,2026-01-19
Bengaluru,Jayanagar,Sunrise Bay,3,1489,13336,19857304,198.57,1989,3,7,Furnished,Yes,2026-01-19
Thane,Powai,Sky Villas,1,700,15963,11174100,111.74,1999,18,32,Unfurnished,No,2026-01-19
Pune,Kharadi,Crystal Square,2,1020,8080,8241600,82.42,1988,14,30,Unfurnished,No,2026-01-19
Nagpur,Trimurti Nagar,Urban Court,2,936,2480,2321280,23.21,1994,2,21,Furnished,No,2026-01-19
Mumbai,Powai,Crystal Villas,2,994,25864,25708816,257.09,1990,1,4,Furnished,Yes,2026-01-19
Chandigarh,Sector 21,Maple Terrace,2,847,9312,7887264,78.87,2000,9,27,Furnished,No,2026-01-19
Thane,Ghodbunder Road,Lotus Bay,2,1063,15597,16579611,165.8,2005,4,4,Furnished,Yes,2026-01-19
Mumbai,Lower Parel,Green Square,4,2172,22415,48685380,486.85,2025,3,12,Unfurnished,Yes,2026-01-19
Mohali,Phase 8,Silver Square,2,1090,4604,5018360,50.18,1998,3,25,Unfurnished,Yes,2026-01-19
Delhi,Janakpuri,Pearl Arcade,2,859,11614,9976426,99.76,1992,1,30,Semi-Furnished,Yes,2026-01-19
Chandigarh,Sector 8C,Cedar Residency,2,818,9016,7375088,73.75,1987,1,12,Semi-Furnished,Yes,2026-01-19
Mumbai,BKC,Orchid Court,2,1053,26758,28176174,281.76,2012,1,15,Semi-Furnished,No,2026-01-19
Ahmedabad,Bodakdev,Sunrise Grove,2,1131,4802,5431062,54.31,2017,3,4,Furnished,Yes,2026-01-19
Mohali,Phase 3B2,Lotus Villas,3,1351,6349,8577499,85.77,2006,1,16,Unfurnished,Yes,2026-01-19
Pune,Hinjewadi,Sky Garden,2,802,8959,7185118,71.85,2020,4,34,Unfurnished,Yes,2026-01-19
Vadodara,Alkapuri,Amber Heights,2,1072,2964,3177408,31.77,1994,2,34,Unfurnished,No,2026-01-19
Coimbatore,Singanallur,Crown Heights,1,518,4383,2270394,22.7,2024,21,31,Semi-Furnished,No,2026-01-19
Gurgaon,Sector 14,Sunrise Square,2,1024,9805,10040320,100.4,1996,5,7,Unfurnished,Yes,2026-01-19
Mohali,Phase 6,Orchid Bay,3,1176,6409,7536984,75.37,2024,2,2,Semi-Furnished,No,2026-01-19
Vadodara,Race Course,Vista Apartments,2,954,3676,3506904,35.07,1993,6,14,Unfurnished,No,2026-01-19
Jaipur,Bani Park,Regal Villas,1,641,5325,3413325,34.13,1990,3,27,Unfurnished,No,2026-01-19
Lucknow,Indira Nagar,Iris Plaza,2,1041,4267,4441947,44.42,2008,3,26,Unfurnished,No,2026-01-19
Mumbai,Bandra,Crown Enclave,3,1613,22839,36839307,368.39,2008,9,21,Semi-Furnished,Yes,2026-01-19
Gurgaon,DLF Phase 1,Palace Bloom,2,895,7441,6659695,66.6,2009,1,8,Semi-Furnished,No,2026-01-19
Mumbai,Andheri,Regal Bloom,2,1000,29071,29071000,290.71,1990,2,24,Semi-Furnished,No,2026-01-19
Thane,Bhayandar,Pride Court,3,1439,11381,16377259,163.77,1987,5,19,Furnished,Yes,2026-01-19
Thane,Wagle Estate,Sunrise Bay,3,1080,17110,18478800,184.79,1986,4,26,Furnished,Yes,2026-01-19
Delhi,Rohini,Crystal Terrace,4,2199,15267,33572133,335.72,1991,2,21,Furnished,Yes,2026-01-19
Thane,Majiwada,Crystal Square,3,1372,12674,17388728,173.89,2002,4,15,Furnished,Yes,2026-01-19
Thane,Powai,Crown Arcade,2,765,15637,11962305,119.62,1991,1,15,Furnished,No,2026-01-19
Pune,Camp,Silver Villas,1,708,6784,4803072,48.03,1991,6,26,Semi-Furnished,Yes,2026-01-19
Mumbai,Juhu,Amber Plaza,4,2015,22192,44716880,447.17,2023,2,24,Unfurnished,No,2026-01-19
Jaipur,Malviya Nagar,Regal Square,3,1360,5329,7247440,72.47,2008,1,13,Semi-Furnished,Yes,2026-01-19
Mumbai,Andheri,Lotus Apartments,2,835,22440,18737400,187.37,2022,3,13,Unfurnished,No,2026-01-19
Mumbai,Juhu,Silver Garden,1,646,29703,19188138,191.88,2006,5,35,Semi-Furnished,Yes,2026-01-19
Bengaluru,Jayanagar,Green Heights,3,1293,11236,14528148,145.28,2022,2,16,Semi-Furnished,No,2026-01-19
Hyderabad,Kukatpally,Crown Enclave,4,2397,4846,11615862,116.16,2021,7,31,Unfurnished,Yes,2026-01-19
Delhi,Sultanpur,Iris Grove,4,1841,11157,20540037,205.4,2025,11,31,Furnished,Yes,2026-01-19
Bengaluru,Hebbal,Green Residency,4,2122,12185,25856570,258.57,1988,8,18,Semi-Furnished,Yes,2026-01-19
Nagpur,Dhantoli,Hill Enclave,3,1463,3283,4803029,48.03,2014,2,31,Unfurnished,Yes,2026-01-19
Coimbatore,Singanallur,Cedar Heights,4,1771,3044,5390924,53.91,2022,1,5,Unfurnished,Yes,2026-01-19
Noida,Noida Extension,Cedar Apartments,2,897,9356,8392332,83.92,2021,3,31,Furnished,No,2026-01-19
Mumbai,BKC,Royal Apartments,2,904,21887,19785848,197.86,2019,10,12,Unfurnished,No,2026-01-19
Thane,Kolshet,Lotus Apartments,3,1483,16279,24141757,241.42,2009,10,21,Unfurnished,Yes,2026-01-19
Surat,Varachha,Silver Villas,2,950,4939,4692050,46.92,2013,5,7,Semi-Furnished,Yes,2026-01-19
Noida,Greater Noida,Green Grove,3,1363,6944,9464672,94.65,2003,14,26,Furnished,Yes,2026-01-19
Bengaluru,Koramangala,Pride Garden,2,1049,8345,8753905,87.54,2017,3,34,Unfurnished,Yes,2026-01-19
Delhi,Karol Bagh,Pride Villas,2,845,11807,9976915,99.77,2006,3,22,Furnished,No,2026-01-19
Mumbai,Juhu,Iris Bay,2,871,22068,19221228,192.21,2025,11,32,Furnished,No,2026-01-19
Indore,Vijay Nagar,Sky Heights,2,1010,3713,3750130,37.5,2001,12,31,Furnished,Yes,2026-01-19
Thane,Majiwada,Green Arcade,1,533,16951,9034883,90.35,1991,2,8,Unfurnished,Yes,2026-01-19
Mumbai,Lower Parel,Urban Terrace,2,1111,25846,28714906,287.15,2023,5,20,Semi-Furnished,No,2026-01-19
Thane,Kolshet,Cedar Garden,4,1868,17110,31961480,319.61,1986,3,35,Unfurnished,Yes,2026-01-19
Bengaluru,Indiranagar,Silver Garden,1,638,10719,6838722,68.39,2000,15,29,Unfurnished,No,2026-01-19
Mumbai,Juhu,Pride Court,1,606,20885,12656310,126.56,1985,11,20,Semi-Furnished,No,2026-01-19
Mumbai,Versova,Galaxy Bloom,1,690,27606,19048140,190.48,2017,5,16,Unfurnished,No,2026-01-19
Kolkata,Park Street,Maple Garden,4,2307,6348,14644836,146.45,1999,2,5,Furnished,Yes,2026-01-19
Nagpur,Civil Lines,Hill Grove,2,1073,2865,3074145,30.74,2016,2,22,Furnished,No,2026-01-19
Lucknow,Gomti Nagar,Oak Apartments,1,722,3419,2468518,24.69,2022,5,35,Semi-Furnished,Yes,2026-01-19
Chandigarh,Sector 43,Cedar Residency,1,553,8958,4953774,49.54,1990,1,12,Furnished,Yes,2026-01-19
Mumbai,Versova,Green Villas,3,1468,23938,35140984,351.41,2012,6,34,Furnished,No,2026-01-19
Chennai,Velachery,Silver Arcade,2,715,7466,5338190,53.38,2012,3,12,Furnished,No,2026-01-19
Mumbai,Versova,Pride Bloom,3,1270,24847,31555690,315.56,1990,3,10,Furnished,No,2026-01-19
Mumbai,BKC,Royal Court,2,941,23228,21857548,218.58,2002,8,27,Semi-Furnished,Yes,2026-01-19
Pune,Kharadi,Amber Bay,4,2340,7605,17795700,177.96,2015,2,4,Semi-Furnished,Yes,2026-01-19
Surat,Puna Gam,Regal Bay,2,986,3553,3503258,35.03,2002,1,7,Semi-Furnished,Yes,2026-01-19
Vadodara,Akota,Regal Court,2,851,4762,4052462,40.52,1990,2,15,Furnished,No,2026-01-19
Delhi,Janakpuri,Ocean Grove,4,2035,15587,31719545,317.2,1995,4,35,Furnished,Yes,2026-01-19
Coimbatore,Gandhipuram,Silver Terrace,2,926,4935,4569810,45.7,1997,6,31,Unfurnished,Yes,2026-01-19
Noida,Sector 76,Palace Bloom,3,1237,7909,9783433,97.83,2012,7,35,Furnished,No,2026-01-19
Jaipur,Bani Park,Ocean Plaza,3,1143,4868,5564124,55.64,2022,12,12,Unfurnished,Yes,2026-01-19
Mumbai,Powai,Cedar Apartments,2,691,32581,22513471,225.13,2004,5,11,Semi-Furnished,Yes,2026-01-19
Mumbai,Bandra,Royal Court,1,558,22218,12397644,123.98,2005,2,24,Furnished,No,2026-01-19
Delhi,Karol Bagh,Green Garden,1,516,12790,6599640,66.0,2025,4,16,Semi-Furnished,No,2026-01-19
Noida,Sector 50,Maple Heights,2,853,8730,7446690,74.47,2004,11,27,Furnished,Yes,2026-01-19
Mumbai,Lower Parel,Pearl Square,2,1050,26615,27945750,279.46,2008,2,26,Unfurnished,Yes,2026-01-19
Mumbai,Lower Parel,Royal Terrace,1,623,22533,14038059,140.38,1995,3,5,Semi-Furnished,No,2026-01-19
Coimbatore,RS Puram,Sunrise Arcade,3,1441,3249,4681809,46.82,2015,2,18,Semi-Furnished,Yes,2026-01-19
Chennai,T Nagar,Hill Grove,3,1530,5776,8837280,88.37,2025,4,33,Furnished,No,2026-01-19
Mumbai,Juhu,Pride Apartments,4,2694,22595,60870930,608.71,2011,1,13,Unfurnished,Yes,2026-01-19
Bengaluru,Jayanagar,Cedar Arcade,3,1373,8817,12105741,121.06,2020,12,33,Semi-Furnished,Yes,2026-01-19
Pune,Baner,Sky Arcade,2,891,10181,9071271,90.71,2003,6,29,Semi-Furnished,Yes,2026-01-19
Lucknow,Hazratganj,Amber Bloom,2,807,4653,3754971,37.55,1998,1,1,Furnished,No,2026-01-19
Jaipur,C Scheme,Maple Enclave,2,978,5527,5405406,54.05,1994,2,20,Semi-Furnished,No,2026-01-19
Noida,Noida Extension,Palace Bay,4,2275,9508,21630700,216.31,1995,2,3,Semi-Furnished,No,2026-01-19
Thane,Majiwada,Vista Villas,2,969,13040,12635760,126.36,2017,2,13,Furnished,Yes,2026-01-19
Chandigarh,Sector 21,Silver Heights,3,1587,7479,11869173,118.69,2022,8,17,Unfurnished,No,2026-01-19
Mohali,Phase 3B2,Pride Apartments,3,1405,5577,7835685,78.36,1987,4,21,Semi-Furnished,No,2026-01-19
Delhi,Lajpat Nagar,Cedar Grove,2,731,10798,7893338,78.93,2012,3,16,Unfurnished,Yes,2026-01-19
Bengaluru,Whitefield,Sky Court,2,859,10690,9182710,91.83,1999,2,33,Furnished,No,2026-01-19
Nagpur,Ramdaspeth,Regal Plaza,2,969,2384,2310096,23.1,2020,4,5,Unfurnished,No,2026-01-19
Hyderabad,Madhapur,Silver Residency,1,661,6218,4110098,41.1,1992,17,21,Furnished,Yes,2026-01-19
Jaipur,Malviya Nagar,Crown Court,1,632,5405,3415960,34.16,2016,7,13,Unfurnished,Yes,2026-01-19
Hyderabad,Banjara Hills,Urban Residency,3,1391,5866,8159606,81.6,2012,2,19,Semi-Furnished,No,2026-01-19
Chandigarh,Sector 21,Amber Plaza,2,1065,5637,6003405,60.03,2012,7,15,Furnished,Yes,2026-01-19
Thane,Powai,Silver Grove,3,1159,13501,15647659,156.48,2001,1,3,Furnished,Yes,2026-01-19
Hyderabad,Gachibowli,Regal Garden,1,569,6051,3443019,34.43,2021,3,5,Semi-Furnished,Yes,2026-01-19
Delhi,Rohini,Lotus Plaza,2,822,15127,12434394,124.34,1992,5,11,Unfurnished,Yes,2026-01-19
Nagpur,Dhantoli,Green Terrace,1,685,3066,2100210,21.0,2016,1,34,Unfurnished,Yes,2026-01-19
Coimbatore,Sivananda Colony,Pearl Heights,1,507,4597,2330679,23.31,2024,2,27,Furnished,No,2026-01-19
Noida,Noida Extension,Hill Court,2,891,10167,9058797,90.59,2005,1,3,Semi-Furnished,No,2026-01-19
Coimbatore,Gandhipuram,Lotus Garden,3,1272,3204,4075488,40.75,2014,3,26,Furnished,No,2026-01-19
Chandigarh,Sector 9,Pearl Enclave,3,1121,7853,8803213,88.03,2025,4,20,Furnished,Yes,2026-01-19
Chandigarh,Sector 35,Hill Villas,3,1646,5976,9836496,98.36,2002,5,10,Unfurnished,Yes,2026-01-19
Hyderabad,Begumpet,Royal Square,1,688,5354,3683552,36.84,2009,1,33,Unfurnished,Yes,2026-01-19
Bengaluru,Hebbal,Hill Grove,3,1373,11113,15258149,152.58,2012,3,24,Unfurnished,No,2026-01-19
Delhi,Vasant Kunj,Galaxy Bay,1,518,8998,4660964,46.61,2001,6,18,Unfurnished,No,2026-01-19
Indore,MG Road,Pearl Villas,2,1121,3040,3407840,34.08,2017,1,29,Furnished,No,2026-01-19
Ahmedabad,Bodakdev,Cedar Grove,1,644,6064,3905216,39.05,1991,2,34,Unfurnished,No,2026-01-19
Noida,Greater Noida,Sunrise Plaza,2,882,10073,8884386,88.84,2012,3,31,Unfurnished,Yes,2026-01-19
Nagpur,Sitabuldi,Crystal Apartments,2,943,3033,2860119,28.6,1986,2,10,Furnished,Yes,2026-01-19
Mohali,Phase 3B2,Green Apartments,1,582,4722,2748204,27.48,2023,6,11,Furnished,No,2026-01-19
Pune,Hinjewadi,Iris Residency,3,1541,6561,10110501,101.11,2010,11,22,Semi-Furnished,Yes,2026-01-19
Thane,Wagle Estate,Pride Villas,3,1170,17012,19904040,199.04,2024,3,30,Furnished,Yes,2026-01-19
Thane,Powai,Ocean Terrace,2,804,14325,11517300,115.17,2002,1,15,Furnished,No,2026-01-19
Noida,Noida Extension,Vista Residency,2,1005,10687,10740435,107.4,2009,8,26,Semi-Furnished,No,2026-01-19
Nagpur,Ramdaspeth,Crown Plaza,2,1055,3797,4005835,40.06,2015,15,20,Furnished,No,2026-01-19
Delhi,Karol Bagh,Green Court,3,1433,12900,18485700,184.86,2023,1,5,Semi-Furnished,Yes,2026-01-19
Lucknow,Alambagh,Vista Bloom,1,483,3716,1794828,17.95,1994,4,10,Semi-Furnished,No,2026-01-19
Chandigarh,Sector 9,Crystal Residency,2,1089,6516,7095924,70.96,1999,1,19,Semi-Furnished,Yes,2026-01-19
Lucknow,Chinhat,Pride Garden,3,1334,3541,4723694,47.24,2004,1,5,Furnished,No,2026-01-19
Indore,Bhawar Kuan,Ocean Apartments,2,1132,3552,4020864,40.21,1997,1,7,Furnished,No,2026-01-19
Gurgaon,Sector 56,Pearl Bay,4,2283,8638,19720554,197.21,2022,13,23,Semi-Furnished,Yes,2026-01-19
Ahmedabad,Bodakdev,Cedar Enclave,2,908,5990,5438920,54.39,1986,5,13,Furnished,Yes,2026-01-19
Noida,Noida Extension,Pearl Bloom,1,726,10103,7334778,73.35,2023,7,26,Unfurnished,No,2026-01-19
Jaipur,Mansarovar,Palace Arcade,3,1505,5160,7765800,77.66,1987,4,10,Unfurnished,Yes,2026-01-19
Gurgaon,DLF Phase 1,Silver Grove,2,959,9031,8660729,86.61,2000,2,28,Unfurnished,Yes,2026-01-19
Thane,Wagle Estate,Lotus Bay,2,1048,13426,14070448,140.7,2016,3,16,Semi-Furnished,Yes,2026-01-19
Lucknow,Chinhat,Maple Square,2,828,2941,2435148,24.35,2018,13,23,Semi-Furnished,Yes,2026-01-19
Ahmedabad,Naranpura,Pride Plaza,1,661,4429,2927569,29.28,2023,1,3,Semi-Furnished,No,2026-01-19
Jaipur,Tonk Road,Pride Heights,1,677,4893,3312561,33.13,1990,5,8,Furnished,No,2026-01-19
Mumbai,Lower Parel,Pearl Grove,2,1109,31202,34603018,346.03,2013,3,21,Unfurnished,No,2026-01-19
Chennai,Besant Nagar,Lotus Apartments,2,1258,7443,9363294,93.63,2002,1,28,Semi-Furnished,No,2026-01-19
Bengaluru,Jayanagar,Silver Heights,2,1118,10327,11545586,115.46,2016,10,18,Unfurnished,No,2026-01-19
Coimbatore,Kovaipudur,Galaxy Apartments,2,1015,4177,4239655,42.4,1999,5,8,Furnished,No,2026-01-19
Thane,Bhayandar,Green Plaza,3,1250,13651,17063750,170.64,1989,3,29,Furnished,No,2026-01-19
Mumbai,Bandra,Sunrise Arcade,2,992,23360,23173120,231.73,1990,2,23,Unfurnished,No,2026-01-19
Ahmedabad,Navrangpura,Lotus Square,2,908,4732,4296656,42.97,1989,1,3,Semi-Furnished,No,2026-01-19
Hyderabad,Begumpet,Oak Heights,1,568,5585,3172280,31.72,1998,1,32,Semi-Furnished,Yes,2026-01-19
Gurgaon,Sector 49,Lotus Garden,2,1018,12775,13004950,130.05,2023,6,18,Furnished,Yes,2026-01-19
Indore,Palasia,Vista Plaza,2,1016,2874,2919984,29.2,1992,6,26,Semi-Furnished,Yes,2026-01-19
Mumbai,Bandra,Hill Bay,2,1094,34014,37211316,372.11,1986,3,15,Semi-Furnished,No,2026-01-19
Thane,Kolshet,Royal Garden,1,609,14561,8867649,88.68,1988,5,21,Furnished,Yes,2026-01-19
Noida,Sector 76,Regal Square,3,1252,7265,9095780,90.96,1985,3,23,Furnished,Yes,2026-01-19
Thane,Majiwada,Cedar Grove,4,2272,16437,37344864,373.45,1994,2,6,Unfurnished,Yes,2026-01-19
Chennai,Anna Nagar,Orchid Grove,2,788,6905,5441140,54.41,2002,7,34,Furnished,Yes,2026-01-19
Delhi,Sultanpur,Lotus Arcade,1,636,16015,10185540,101.86,1999,6,18,Unfurnished,Yes,2026-01-19
Indore,Vijay Nagar,Cedar Heights,2,974,3481,3390494,33.9,2022,15,23,Furnished,No,2026-01-19
Pune,Baner,Lotus Bay,2,896,7617,6824832,68.25,2019,3,19,Semi-Furnished,Yes,2026-01-19
Hyderabad,Kukatpally,Oak Court,2,851,6651,5660001,56.6,2022,2,9,Semi-Furnished,Yes,2026-01-19
Thane,Kolshet,Cedar Garden,4,2236,18092,40453712,404.54,2015,5,28,Furnished,No,2026-01-19
Mumbai,Powai,Lotus Bloom,2,1185,25441,30147585,301.48,2010,4,18,Unfurnished,No,2026-01-19
Hyderabad,Hitech City,Oak Bloom,2,1057,6835,7224595,72.25,2010,5,11,Unfurnished,No,2026-01-19
Hyderabad,Madhapur,Royal Enclave,4,2153,6322,13611266,136.11,1989,1,7,Furnished,Yes,2026-01-19
Ahmedabad,Naranpura,Ocean Plaza,3,1198,4034,4832732,48.33,1993,3,20,Semi-Furnished,Yes,2026-01-19
Thane,Powai,Ocean Bloom,2,950,16318,15502100,155.02,1999,1,6,Semi-Furnished,Yes,2026-01-19
Mumbai,Bandra,Palace Grove,1,587,30064,17647568,176.48,1985,7,31,Furnished,Yes,2026-01-19
Coimbatore,RS Puram,Ocean Arcade,2,1014,3204,3248856,32.49,1998,5,27,Furnished,No,2026-01-19
Mumbai,Bandra,Amber Residency,2,872,19953,17399016,173.99,1990,4,27,Unfurnished,No,2026-01-19
Delhi,Rohini,Silver Plaza,1,563,11608,6535304,65.35,2016,18,19,Unfurnished,No,2026-01-19
Bengaluru,Whitefield,Pride Bay,3,1427,11114,15859678,158.6,1991,6,18,Semi-Furnished,No,2026-01-19
Delhi,Vasant Kunj,Green Garden,2,1001,14541,14555541,145.56,2012,6,20,Furnished,No,2026-01-19
Gurgaon,MG Road,Amber Square,2,925,11385,10531125,105.31,1987,3,13,Furnished,Yes,2026-01-19
Vadodara,Alkapuri,Orchid Grove,3,1324,3906,5171544,51.72,2002,7,33,Unfurnished,Yes,2026-01-19
Delhi,Janakpuri,Silver Bay,2,760,9888,7514880,75.15,2016,2,29,Furnished,No,2026-01-19
Thane,Majiwada,Regal Enclave,1,447,12238,5470386,54.7,2003,8,24,Unfurnished,No,2026-01-19
Mumbai,Powai,Cedar Arcade,2,929,25818,23984922,239.85,2019,1,4,Furnished,No,2026-01-19
Jaipur,Bani Park,Orchid Terrace,2,1094,5469,5983086,59.83,2006,5,24,Unfurnished,Yes,2026-01-19
Pune,Koregaon Park,Orchid Villas,3,1248,9215,11500320,115.0,1985,3,6,Furnished,Yes,2026-01-19
Vadodara,Akota,Ocean Bloom,2,954,4020,3835080,38.35,1985,3,33,Furnished,Yes,2026-01-19
Delhi,Karol Bagh,Lotus Garden,1,460,14322,6588120,65.88,1993,3,6,Unfurnished,No,2026-01-19
Noida,Sector 50,Orchid Bloom,2,999,9982,9972018,99.72,2018,3,26,Unfurnished,Yes,2026-01-19
Jaipur,C Scheme,Sky Court,2,897,4385,3933345,39.33,2009,2,6,Unfurnished,Yes,2026-01-19
